number,kind,title,category,evidence,linked_fix_prs,status
12760,PR,test(cli): prevent flake due to outdated build in TestSSH,networking/proxy/websocket,"test(cli): prevent flake due to outdated build in TestSSH I got a bit suspicious about all the flakes for `TestSSH/Stdio_StartStoppedWorkspace_CleanStdout`, so we now ensure the build has started before trying to start the agent. https://github.com/coder/coder/actions/runs/8420752158/job/23056129504?pr=12675#step:5:919 ``` t.go:99: 2024-03-25 13:23:28.691 [info] coderd: disconnected possibly outdated agent workspace_…",#12760,closed; merged
12927,PR,test(site): fix flaky outdated agent test,browser/e2e/playwright,…s/8631687311/job/23660630419 This PR fixes the flaky `outdatedAgent` test. site/e2e/helpers.ts site/e2e/tests/outdatedAgent.spec.ts,#12927,closed; merged
13186,PR,chore: add build targets to nix flake,not-a-test-flake/nix-flake-or-maintenance,"chore: add build targets to nix flake Enables `nix build github:coder/coder[/branch]#linux_amd64`! chore: add build targets to nix flake Enables `nix build github:coder/coder[/branch]#linux_amd64`! chore: add build targets to nix flake Enables `nix build github:coder/coder[/branch]#linux_amd64`! .github/workflows/ci.yaml flake.lock flake.nix scripts/lib.sh scripts/update-flake.sh site/package.json @kylecarbs, could y…",,closed; merged
13243,PR,fix: fix nix flake sed command,not-a-test-flake/nix-flake-or-maintenance,"fix: fix nix flake sed command Seeing some errors: ``` Downloading Go modules... Calculating SRI hash... sed: -e expression #1, char 37: unknown option to `s' ``` [here](https://github.com/coder/coder/actions/runs/9036466674/job/24836282425?pr=13098) fix: fix nix flake sed command Seeing some errors: ``` Downloading Go modules... Calculating SRI hash... sed: -e expression #1, char 37: unknown option to `s' ``` [here]…",,closed; merged
13250,PR,fix: update tests for useClipboard to minimize risks of flakes,resource exhaustion/timeout,"…Changes made - Updated all test setup/teardown logic to avoid mishaps with mock timeouts, and also to increase test isolation - Updated test approach to use `describe.each` to improve test isolation between HTTPS and HTTP-only test cases - Updated how mock clipboard was defined - Added extra test cases for checking what happens when a clipboard write fully, 100% fails fix: update tests for useClipboard to minimize ri…",#13250,closed; merged
13301,PR,chore: fix `TestMeasureLatency/MeasureLatencyRecvTimeout` flake,database/transactions/migrations,"…chore: fix `TestMeasureLatency/MeasureLatencyRecvTimeout` flake Makefile coderd/database/pubsub/psmock/doc.go coderd/database/pubsub/psmock/psmock.go coderd/database/pubsub/pubsub_linux_test.go * **#13301** <a href=""https://app.graphite.dev/github/pr/coder/coder/13301?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px…",#13301,closed; merged
13313,PR,chore: fix tailnet integration test flake,networking/proxy/websocket,chore: fix tailnet integration test flake Closes #13258 chore: fix tailnet integration test flake Closes #13258 chore: fix tailnet integration test flake Closes #13258 tailnet/test/integration/integration.go,#13313,closed; merged
13431,PR,chore: skip `TestDeleteOldWorkspaceAgentStats` due to flaking,database/transactions/migrations,"…to flaking chore: skip `TestDeleteOldWorkspaceAgentStats` due to flaking coderd/database/dbpurge/dbpurge_test.go * **#13431** <a href=""https://app.graphite.dev/github/pr/coder/coder/13431?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a> 👈 * `main` This stack of pull requests is managed by Graphite. <a href=""h…",,closed; not_merged
13451,PR,chore: fix `(*coderdtest.WorkspaceAgentWaiter).Wait()` flake,workspace/agent lifecycle,chore: fix `(*coderdtest.WorkspaceAgentWaiter).Wait()` flake See: https://github.com/coder/coder/actions/runs/9355241818/job/25749959645#step:5:438 chore: fix `(*coderdtest.WorkspaceAgentWaiter).Wait()` flake See: https://github.com/coder/coder/actions/runs/9355241818/job/25749959645#step:5:438 chore: fix `(*coderdtest.WorkspaceAgentWaiter).Wait()` flake See: https://github.com/coder/coder/actions/runs/9355241818/job…,#13451,closed; merged
13453,PR,chore: fix `TestServer/Prometheus/DBMetricsDisabled` test flake,timing/eventual consistency,chore: fix `TestServer/Prometheus/DBMetricsDisabled` test flake See: https://github.com/coder/coder/actions/runs/9352137263/job/25739550487#step:5:368 chore: fix `TestServer/Prometheus/DBMetricsDisabled` test flake See: https://github.com/coder/coder/actions/runs/9352137263/job/25739550487#step:5:368 chore: fix `TestServer/Prometheus/DBMetricsDisabled` test flake See: https://github.com/coder/coder/actions/runs/93521…,#13453,closed; merged
13492,PR,chore(cli): address cli netcheck test flake,networking/proxy/websocket,"… healthy or not, but that it contains the correct number of node reports. - In `derphealth`, we hard-code a 10-second deadline when running a `NodeReport`. Modified to only set a deadline if none is already set on the parent context. chore(cli): address cli netcheck test flake Fixes https://github.com/coder/coder/issues/13489 - Removed the check for a healthy node report. At this stage, we're not interested in whethe…",#13492,closed; merged
13540,PR,chore: Pin sqlc to v1.25.0 in `flake.nix`,not-a-test-flake/nix-flake-or-maintenance,chore: Pin sqlc to v1.25.0 in `flake.nix` chore: Pin sqlc to v1.25.0 in `flake.nix` chore: Pin sqlc to v1.25.0 in `flake.nix` flake.nix Can we just update to 1.26.0? Not sure why dogfood is failing here... just gonna close for now,,closed; not_merged
13553,PR,fix: fix flake in TestWorkspaceAgent_Metadata_CatchMemoryLeak,concurrency/race,"fix: fix flake in TestWorkspaceAgent_Metadata_CatchMemoryLeak Fixes flake seen here: https://github.com/coder/coder/actions/runs/9461246505/job/26061605278 #13486 subtly changes the test so that `post` uses the new v2 Agent API, and when canceling context, there is a race condition where the yamux session underpinning the API can get torn down before the RPC processes the canceled context, yielding a different error …",#13553,closed; merged
13564,PR,fix: fix flake in TestDERPEndToEnd,networking/proxy/websocket,"fix: fix flake in TestDERPEndToEnd Fixes flake seen here: https://github.com/coder/coder/actions/runs/9484556007/job/26134323535 Only the client had BlockEndpoints set, and so the workspace sent endpoints via Disco for the client to connect to. fix: fix flake in TestDERPEndToEnd Fixes flake seen here: https://github.com/coder/coder/actions/runs/9484556007/job/26134323535 Only the client had BlockEndpoints set, and so…",#13564,closed; merged
13607,PR,fix: fix flake in TestAppHealth_Healthy,concurrency/race,"…r/coder/actions/runs/9592039958/job/26449942775 Maps are unsafe reading/writing concurrently, even to different keys, although almost certainly not a collision or rebalance with just 2 keys. I just moved it two variables as this is fewer lines than protecting with a mutex. fix: fix flake in TestAppHealth_Healthy Fixes flake seen here: https://github.com/coder/coder/actions/runs/9592039958/job/26449942775 Maps are uns…",#13607,closed; merged
13686,PR,fix: fix TestPGCoordinatorSingle_MissedHeartbeats flake,concurrency/race,"…ses, but instead we should trap the last call, otherwise advancing the time can race with heartbeat processing. fix: fix TestPGCoordinatorSingle_MissedHeartbeats flake Fixes flake seen here: https://github.com/coder/coder/actions/runs/9695396986/job/26755085673 Problem is that with the mocked `Clock` we were trapping the first call into the clock to ensure the heartbeat was processes, but instead we should trap the l…",#13686,closed; merged
13930,PR,chore: update flake.nix to handle aarch64 linux,not-a-test-flake/nix-flake-or-maintenance,chore: update flake.nix to handle aarch64 linux `google-chrome` is not available for aarch64 linux https://search.nixos.org/packages?channel=unstable&show=google-chrome&from=0&size=50&sort=relevance&type=packages&query=google-chrome Also bumps terraform to 1.9.2 for nix. chore: update flake.nix to handle aarch64 linux `google-chrome` is not available for aarch64 linux https://search.nixos.org/packages?channel=unstabl…,,closed; merged
13944,PR,fix: remove `TestPendingUpdatesMetric` flake,concurrency/race,…t I'm fairly sure it's to do with the magic of `sync.Cond`. ``` bash $ go test -race -count=1000 -failfast ./coderd/notifications/... -run '^TestPendingUpdatesMetric$' ? github.com/coder/coder/v2/coderd/notifications/types [no test files] ok github.com/coder/coder/v2/coderd/notifications 155.644s ok github.com/coder/coder/v2/coderd/notifications/dispatch 2.585s [no tests to run] ok github.com/coder/coder/v2/coderd/no…,#13944,closed; merged
13985,PR,fix: address `TestPendingUpdatesMetric` flake,timing/eventual consistency,…lake Follow up of #13944 Changed the assertion in `TestPendingUpdatesMetric` to wait for the metric to be updated with the expected count of updates before proceeding; this should resolve test flakiness. fix: address `TestPendingUpdatesMetric` flake Follow up of #13944 Changed the assertion in `TestPendingUpdatesMetric` to wait for the metric to be updated with the expected count of updates before proceeding; this sh…,#13985,closed; merged
14046,PR,chore: add script to update flake automatically,not-a-test-flake/nix-flake-or-maintenance,chore: add script to update flake automatically chore: add script to update flake automatically chore: add script to update flake automatically .github/workflows/ci.yaml,,closed; merged
14052,PR,ci: handle retriggering ci and human authors in `update-flake` ,not-a-test-flake/nix-flake-or-maintenance,ci: handle retriggering ci and human authors in `update-flake` This PR improves #14046 based on instructions [here](https://github.com/stefanzweifel/git-auto-commit-action#commits-made-by-this-action-do-not-trigger-new-workflow-runs). Should solve the CI stuck issue exhibited in - #14039 - #14040 - #14041 - #14044 ci: handle retriggering ci and human authors in `update-flake` This PR improves #14046 based on instruct…,,closed; merged
14067,PR,fix: run update-flake with PAT to allow workflow runs,not-a-test-flake/nix-flake-or-maintenance,fix: run update-flake with PAT to allow workflow runs See the comment in the code. fix: run update-flake with PAT to allow workflow runs See the comment in the code. fix: run update-flake with PAT to allow workflow runs See the comment in the code. .github/workflows/ci.yaml,,closed; merged
14091,PR,chore: commit update-flake as @dependabot,not-a-test-flake/nix-flake-or-maintenance,"chore: commit update-flake as @dependabot Thıs is needed to bypass the dependency check job for dependabot PRs as we add another commit to update-flake. For example, it will resolve the issue in #14041 https://github.com/coder/coder/blob/1289937eaeac63f27f2856a4374a0fedc5cc0e58/.github/workflows/ci.yaml#L973 The username and email are fetched from a previous dependabot commit. https://github.com/coder/coder/commit/12…",,closed; merged
